2024-02-01 09:07:33 [INFO] omnivault/transformer/core/callbacks.py log_on_fit_start L63: Initial learning rate: 2.2961808030073203e-05
2024-02-01 09:07:33 [INFO] omnivault/transformer/core/callbacks.py log_on_fit_start_model_summary L120: Total Parameters: 270226, Trainable Parameters: 270226
2024-02-01 09:07:33 [INFO] omnivault/transformer/core/callbacks.py log_on_train_epoch_start L68: ====================================================== Starting Train Epoch: 1/30 ======================================================
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L109: Total Samples:                   7000
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L110: Total Batches:                   28
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L111: Average Epoch Train Loss:        2.42055
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L112: Average Epoch Train Perplexity:  11.25200
2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L113:

2024-02-01 09:07:36 [INFO] omnivault/transformer/core/callbacks.py log_on_train_epoch_start L68: ====================================================== Starting Valid Epoch: 1/30 ======================================================
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py save_state L53: Saved checkpoint at epoch 1 to ./data/adder/checkpoints/2024-02-01_09-07-30/model_checkpoint_epoch_1.pt
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L109: Total Samples:                   2000
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L110: Total Batches:                   8
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L111: Average Epoch Valid Loss:        1.72208
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L112: Average Epoch Valid Perplexity:  5.59614
2024-02-01 09:07:37 [INFO] omnivault/transformer/core/callbacks.py log_on_epoch_end L113:

2024-02-01 09:07:38 [INFO] omnivault/transformer/projects/adder/main.py evaluate_and_generate_on_valid_epoch_end L153: Correct/Total Samples:           0/1000
2024-02-01 09:07:38 [INFO] omnivault/transformer/projects/adder/main.py evaluate_and_generate_on_valid_epoch_end L154: Eval Accuracy:                   0.0
2024-02-01 09:07:38 [INFO] omnivault/transformer/projects/adder/main.py evaluate_and_generate_on_valid_epoch_end L157:
 epoch  batch_index  sample_index  equation generated  correct
     7            3           106 84+72=156 84+72=156     True
     7            3           107 00+44=044 00+44=035    False
     7            3           108 50+41=091 50+41=081    False
     7            3           109 87+88=175 87+88=176    False
     7            3           110 11+66=077 11+66=077     True
     7            3           111 80+60=140 80+60=140     True
     7            3           112 78+76=154 78+76=154     True
     7            3           113 24+74=098 24+74=105    False
     7            3           114 88+48=136 88+48=136     True
     7            3           115 38+31=069 38+31=069     True
     7            3           116 29+27=056 29+27=055    False
     7            3           117 08+45=053 08+45=053     True
     7            3           118 28+13=041 28+13=033    False
     7            3           119 53+99=152 53+99=143    False
     7            3           120 47+92=139 47+92=149    False
     7            3           121 76+21=097 76+21=097     True
     7            3           122 53+96=149 53+96=149     True
     7            3           123 93+91=184 93+91=184     True
     7            3           124 97+33=130 97+33=130     True
     7            3           125 67+78=145 67+78=145     True
     7            3           126 58+05=063 58+05=053    False
     7            3           127 00+16=016 00+16=016     True
     7            4             0 80+19=099 80+19=099     True
     7            4             1 98+22=120 98+22=129    False
     7            4             2 09+62=071 09+62=062    False
     7            4             3 06+23=029 06+23=029     True
     7            4             4 32+99=131 32+99=133    False
     7            4             5 17+02=019 17+02=029    False
     7            4             6 64+35=099 64+35=100    False
     7            4             7 35+83=118 35+83=118     True
     7            4             8 71+36=107 71+36=117    False
     7            4             9 75+06=081 75+06=073    False
     7            4            10 88+95=183 88+95=183     True
     7            4            11 19+98=117 19+98=117     True
     7            4            12 28+89=117 28+89=117     True
     7            4            13 33+11=044 33+11=034    False
     7            4            14 34+49=083 34+49=085    False
     7            4            15 90+35=125 90+35=125     True
     7            4            16 22+90=112 22+90=113    False
     7            4            17 98+89=187 98+89=187     True
     7            4            18 88+47=135 88+47=136    False
     7            4            19 30+86=116 30+86=116     True
     7            4            20 31+48=079 31+48=079     True
     7            4            21 39+21=060 39+21=050    False
     7            4            22 19+17=036 19+17=035    False
     7            4            23 27+60=087 27+60=087     True
     7            4            24 12+16=028 12+16=028     True
     7            4            25 51+75=126 51+75=126     True
     7            4            26 10+74=084 10+74=085    False
     7            4            27 42+63=105 42+63=106    False
     7            4            28 40+14=054 40+14=056    False
     7            4            29 23+93=116 23+93=115    False
     7            4            30 85+26=111 85+26=113    False
     7            4            31 28+46=074 28+46=074     True
     7            4            32 28+33=061 28+33=053    False
     7            4            33 43+30=073 43+30=074    False
     7            4            34 89+72=161 89+72=162    False
     7            4            35 52+21=073 52+21=072    False
     7            4            36 21+54=075 21+54=075     True
     7            4            37 69+13=082 69+13=073    False
     7            4            38 07+60=067 07+60=067     True
     7            4            39 63+83=146 63+83=144    False
     7            4            40 80+69=149 80+69=149     True
     7            4            41 27+28=055 27+28=055     True
     7            4            42 42+31=073 42+31=073     True
     7            4            43 51+99=150 51+99=140    False
     7            4            44 28+75=103 28+75=103     True
     7            4            45 38+57=095 38+57=095     True
     7            4            46 83+16=099 83+16=099     True
     7            4            47 92+94=186 92+94=186     True
     7            4            48 55+75=130 55+75=133    False
     7            4            49 59+51=110 59+51=100    False
     7            4            50 33+09=042 33+09=034    False
     7            4            51 53+13=066 53+13=064    False
     7            4            52 05+70=075 05+70=074    False
     7            4            53 12+20=032 12+20=033    False
     7            4            54 11+49=060 11+49=050    False
     7            4            55 63+45=108 63+45=118    False
     7            4            56 92+23=115 92+23=114    False
     7            4            57 82+45=127 82+45=137    False
     7            4            58 23+41=064 23+41=064     True
     7            4            59 64+26=090 64+26=080    False
     7            4            60 91+24=115 91+24=115     True
     7            4            61 20+32=052 20+32=053    False
     7            4            62 83+21=104 83+21=104     True
     7            4            63 07+20=027 07+20=027     True
     7            4            64 94+14=108 94+14=105    False
     7            4            65 96+89=185 96+89=184    False
     7            4            66 13+08=021 13+08=024    False
     7            4            67 32+05=037 32+05=037     True
     7            4            68 09+51=060 09+51=050    False
     7            4            69 26+29=055 26+29=053    False
     7            4            70 49+65=114 49+65=114     True
     7            4            71 32+66=098 32+66=108    False
     7            4            72 41+08=049 41+08=049     True
     7            4            73 26+79=105 26+79=104    False
     7            4            74 29+91=120 29+91=110    False
     7            4            75 51+00=051 51+00=041    False
     7            4            76 61+60=121 61+60=111    False
     7            4            77 45+78=123 45+78=123     True
     7            4            78 56+16=072 56+16=073    False
     7            4            79 66+68=134 66+68=134     True
     7            4            80 32+16=048 32+16=048     True
     7            4            81 84+49=133 84+49=133     True
     7            4            82 45+09=054 45+09=053    False
     7            4            83 96+78=174 96+78=174     True
     7            4            84 10+02=012 10+02=013    False
     7            4            85 36+60=096 36+60=095    False
     7            4            86 44+36=080 44+36=070    False
     7            4            87 12+86=098 12+86=098     True
     7            4            88 94+54=148 94+54=146    False
     7            4            89 64+73=137 64+73=137     True
     7            4            90 73+10=083 73+10=084    False
     7            4            91 14+62=076 14+62=076     True
     7            4            92 25+22=047 25+22=047     True
     7            4            93 94+22=116 94+22=116     True
     7            4            94 41+76=117 41+76=127    False
     7            4            95 38+46=084 38+46=084     True
     7            4            96 71+72=143 71+72=142    False
     7            4            97 74+79=153 74+79=153     True
     7            4            98 99+67=166 99+67=176    False
     7            4            99 78+71=149 78+71=149     True
     7            4           100 23+19=042 23+19=034    False
     7            4           101 51+65=116 51+65=116     True
     7            4           102 94+86=180 94+86=180     True
     7            4           103 09+79=088 09+79=087    False
     7            4           104 69+39=108 69+39=107    False
     7            4           105 84+13=097 84+13=097     True
     7            4           106 36+59=095 36+59=093    False
     7            4           107 87+47=134 87+47=135    False
     7            4           108 50+00=050 50+00=030    False
     7            4           109 76+96=172 76+96=174    False
     7            4           110 12+18=030 12+18=038    False
     7            4           111 99+95=194 99+95=193    False
     7            4           112 22+00=022 22+00=023    False
     7            4           113 96+18=114 96+18=114     True
     7            4           114 51+20=071 51+20=071     True
     7            4           115 66+81=147 66+81=147     True
     7            4           116 78+18=096 78+18=096     True
     7            4           117 09+78=087 09+78=086    False
     7            4           118 24+20=044 24+20=035    False
     7            4           119 76+13=089 76+13=089     True
     7            4           120 05+10=015 05+10=014    False
     7            4           121 97+14=111 97+14=113    False
     7            4           122 92+38=130 92+38=138    False
     7            4           123 77+13=090 77+13=080    False
     7            4           124 70+19=089 70+19=089     True
     7            4           125 90+45=135 90+45=135     True
     7            4           126 50+09=059 50+09=059     True
     7            4           127 78+06=084 78+06=074    False
     7            5             0 03+25=028 03+25=028     True
     7            5             1 48+43=091 48+43=093    False
     7            5             2 39+47=086 39+47=086     True
     7            5             3 48+19=067 48+19=067     True
     7            5             4 07+22=029 07+22=029     True
     7            5             5 73+68=141 73+68=143    False
     7            5             6 14+56=070 14+56=070     True
     7            5             7 96+95=191 96+95=193    False
     7            5             8 96+28=124 96+28=124     True
     7            5             9 82+05=087 82+05=087     True
     7            5            10 27+94=121 27+94=123    False
     7            5            11 87+86=173 87+86=174    False
     7            5            12 00+68=068 00+68=069    False
     7            5            13 11+37=048 11+37=048     True
     7            5            14 95+93=188 95+93=188     True
     7            5            15 75+82=157 75+82=157     True
     7            5            16 41+71=112 41+71=111    False
     7            5            17 60+14=074 60+14=075    False
     7            5            18 77+77=154 77+77=155    False
     7            5            19 31+84=115 31+84=115     True
     7            5            20 31+57=088 31+57=088     True
     7            5            21 27+87=114 27+87=115    False
     7            5            22 31+89=120 31+89=120     True
     7            5            23 22+18=040 22+18=038    False
     7            5            24 38+25=063 38+25=063     True
     7            5            25 64+54=118 64+54=116    False
     7            5            26 85+60=145 85+60=143    False
     7            5            27 14+71=085 14+71=095    False
     7            5            28 06+16=022 06+16=024    False
     7            5            29 78+61=139 78+61=139     True
     7            5            30 65+75=140 65+75=143    False
     7            5            31 13+83=096 13+83=095    False
     7            5            32 75+49=124 75+49=123    False
     7            5            33 05+78=083 05+78=083     True
     7            5            34 66+55=121 66+55=123    False
     7            5            35 03+05=008 03+05=018    False
     7            5            36 69+99=168 69+99=168     True
     7            5            37 52+82=134 52+82=133    False
     7            5            38 45+97=142 45+97=143    False
     7            5            39 66+17=083 66+17=083     True
     7            5            40 36+17=053 36+17=054    False
     7            5            41 92+74=166 92+74=166     True
     7            5            42 48+44=092 48+44=093    False
     7            5            43 34+17=051 34+17=055    False
     7            5            44 56+11=067 56+11=067     True
     7            5            45 77+23=100 77+23=100     True
     7            5            46 10+11=021 10+11=022    False
     7            5            47 32+65=097 32+65=097     True
     7            5            48 53+49=102 53+49=104    False
     7            5            49 68+86=154 68+86=154     True
     7            5            50 52+94=146 52+94=146     True
     7            5            51 97+71=168 97+71=179    False
     7            5            52 05+37=042 05+37=043    False
     7            5            53 58+75=133 58+75=133     True
     7            5            54 06+24=030 06+24=020    False
     7            5            55 15+44=059 15+44=058    False
     7            5            56 90+49=139 90+49=149    False
     7            5            57 50+37=087 50+37=087     True
     7            5            58 88+61=149 88+61=159    False
     7            5            59 21+57=078 21+57=078     True
     7            5            60 24+85=109 24+85=117    False
     7            5            61 01+66=067 01+66=067     True
     7            5            62 50+46=096 50+46=086    False
     7            5            63 76+65=141 76+65=143    False
     7            5            64 23+74=097 23+74=097     True
     7            5            65 76+16=092 76+16=093    False
     7            5            66 06+08=014 06+08=014     True
     7            5            67 69+25=094 69+25=093    False
     7            5            68 15+23=038 15+23=038     True
     7            5            69 41+02=043 41+02=033    False
     7            5            70 16+66=082 16+66=083    False
     7            5            71 59+94=153 59+94=143    False
     7            5            72 32+88=120 32+88=128    False
     7            5            73 46+21=067 46+21=067     True
     7            5            74 57+28=085 57+28=085     True
     7            5            75 00+31=031 00+31=021    False
     7            5            76 77+07=084 77+07=075    False
     7            5            77 28+70=098 28+70=098     True
     7            5            78 05+61=066 05+61=065    False
     7            5            79 22+09=031 22+09=023    False
     7            5            80 08+94=102 08+94=103    False
     7            5            81 40+11=051 40+11=041    False
     7            5            82 10+48=058 10+48=059    False
     7            5            83 27+56=083 27+56=084    False
     7            5            84 42+16=058 42+16=058     True
     7            5            85 69+43=112 69+43=113    False
     7            5            86 57+69=126 57+69=126     True
     7            5            87 18+86=104 18+86=104     True
     7            5            88 86+80=166 86+80=166     True
     7            5            89 30+85=115 30+85=115     True
     7            5            90 77+66=143 77+66=143     True
     7            5            91 39+64=103 39+64=104    False
     7            5            92 76+61=137 76+61=137     True
     7            5            93 42+61=103 42+61=103     True
     7            5            94 07+30=037 07+30=037     True
     7            5            95 35+93=128 35+93=128     True
     7            5            96 40+90=130 40+90=130     True
     7            5            97 08+91=099 08+91=109    False
     7            5            98 62+34=096 62+34=096     True
     7            5            99 86+49=135 86+49=133    False
     7            5           100 73+23=096 73+23=094    False
     7            5           101 87+35=122 87+35=123    False
     7            5           102 35+31=066 35+31=065    False
     7            5           103 07+13=020 07+13=017    False
     7            5           104 39+41=080 39+41=070    False
     7            5           105 44+63=107 44+63=117    False
     7            5           106 94+66=160 94+66=160     True
     7            5           107 49+54=103 49+54=104    False
     7            5           108 79+46=125 79+46=124    False
     7            5           109 53+12=065 53+12=064    False
     7            5           110 60+92=152 60+92=153    False
     7            5           111 25+60=085 25+60=084    False
     7            5           112 64+53=117 64+53=117     True
     7            5           113 41+02=043 41+02=033    False
     7            5           114 00+97=097 00+97=097     True
     7            5           115 12+52=064 12+52=063    False
     7            5           116 39+50=089 39+50=089     True
     7            5           117 87+21=108 87+21=108     True
     7            5           118 04+99=103 04+99=104    False
     7            5           119 19+75=094 19+75=093    False
     7            5           120 90+05=095 90+05=095     True
     7            5           121 54+39=093 54+39=095    False
     7            5           122 29+26=055 29+26=054    False
     7            5           123 82+95=177 82+95=177     True
     7            5           124 55+09=064 55+09=053    False
     7            5           125 02+62=064 02+62=063    False
     7            5           126 68+30=098 68+30=099    False
     7            5           127 99+16=115 99+16=114    False
     7            6             0 63+11=074 63+11=073    False
     7            6             1 42+92=134 42+92=133    False
     7            6             2 99+16=115 99+16=114    False
     7            6             3 50+31=081 50+31=071    False
     7            6             4 23+46=069 23+46=069     True
     7            6             5 45+73=118 45+73=128    False
     7            6             6 89+77=166 89+77=166     True
     7            6             7 45+78=123 45+78=123     True
     7            6             8 96+60=156 96+60=156     True
     7            6             9 74+61=135 74+61=134    False
     7            6            10 87+01=088 87+01=099    False
     7            6            11 63+88=151 63+88=143    False
     7            6            12 59+72=131 59+72=131     True
     7            6            13 17+96=113 17+96=114    False
     7            6            14 89+77=166 89+77=166     True
     7            6            15 24+69=093 24+69=095    False
     7            6            16 75+83=158 75+83=158     True
     7            6            17 50+54=104 50+54=096    False
     7            6            18 93+47=140 93+47=148    False
     7            6            19 20+55=075 20+55=065    False
     7            6            20 91+79=170 91+79=170     True
     7            6            21 15+13=028 15+13=028     True
     7            6            22 86+09=095 86+09=093    False
     7            6            23 29+58=087 29+58=086    False
     7            6            24 01+29=030 01+29=020    False
     7            6            25 65+48=113 65+48=113     True
     7            6            26 96+45=141 96+45=143    False
     7            6            27 58+69=127 58+69=127     True
     7            6            28 84+43=127 84+43=137    False
     7            6            29 90+38=128 90+38=138    False
     7            6            30 39+97=136 39+97=146    False
     7            6            31 74+84=158 74+84=156    False
     7            6            32 86+22=108 86+22=108     True
     7            6            33 01+86=087 01+86=087     True
     7            6            34 81+63=144 81+63=144     True
     7            6            35 80+94=174 80+94=175    False
     7            6            36 44+42=086 44+42=086     True
     7            6            37 72+60=132 72+60=132     True
     7            6            38 28+07=035 28+07=035     True
     7            6            39 69+54=123 69+54=123     True
     7            6            40 68+77=145 68+77=146    False
     7            6            41 90+16=106 90+16=106     True
     7            6            42 64+50=114 64+50=114     True
     7            6            43 46+88=134 46+88=134     True
     7            6            44 55+99=154 55+99=153    False
     7            6            45 31+97=128 31+97=138    False
     7            6            46 79+28=107 79+28=107     True
     7            6            47 81+43=124 81+43=125    False
     7            6            48 41+15=056 41+15=056     True
     7            6            49 38+77=115 38+77=115     True
     7            6            50 25+06=031 25+06=033    False
     7            6            51 01+93=094 01+93=094     True
     7            6            52 97+22=119 97+22=129    False
     7            6            53 71+84=155 71+84=155     True
     7            6            54 26+36=062 26+36=063    False
     7            6            55 60+92=152 60+92=153    False
     7            6            56 02+94=096 02+94=095    False
     7            6            57 31+58=089 31+58=089     True
     7            6            58 70+52=122 70+52=113    False
     7            6            59 19+42=061 19+42=052    False
     7            6            60 95+73=168 95+73=178    False
     7            6            61 21+25=046 21+25=046     True
     7            6            62 13+58=071 13+58=074    False
     7            6            63 62+28=090 62+28=080    False
     7            6            64 38+14=052 38+14=054    False
     7            6            65 66+75=141 66+75=143    False
     7            6            66 24+59=083 24+59=085    False
     7            6            67 97+66=163 97+66=164    False
     7            6            68 76+70=146 76+70=146     True
     7            6            69 08+40=048 08+40=048     True
     7            6            70 84+00=084 84+00=084     True
     7            6            71 54+73=127 54+73=127     True
     7            6            72 16+88=104 16+88=104     True
     7            6            73 99+47=146 99+47=146     True
     7            6            74 31+95=126 31+95=126     True
     7            6            75 01+79=080 01+79=070    False
     7            6            76 03+68=071 03+68=074    False
     7            6            77 10+05=015 10+05=015     True
     7            6            78 98+90=188 98+90=188     True
     7            6            79 58+53=111 58+53=100    False
     7            6            80 34+87=121 34+87=124    False
     7            6            81 07+31=038 07+31=038     True
     7            6            82 59+08=067 59+08=067     True
     7            6            83 51+38=089 51+38=089     True
     7            6            84 62+62=124 62+62=122    False
     7            6            85 80+32=112 80+32=113    False
     7            6            86 69+16=085 69+16=074    False
     7            6            87 01+17=018 01+17=028    False
     7            6            88 74+41=115 74+41=114    False
     7            6            89 20+89=109 20+89=109     True
     7            6            90 53+50=103 53+50=094    False
     7            6            91 82+85=167 82+85=167     True
     7            6            92 34+47=081 34+47=085    False
     7            6            93 34+45=079 34+45=079     True
     7            6            94 77+34=111 77+34=113    False
     7            6            95 56+33=089 56+33=089     True
     7            6            96 97+56=153 97+56=154    False
     7            6            97 29+06=035 29+06=034    False
     7            6            98 78+96=174 78+96=174     True
     7            6            99 28+65=093 28+65=093     True
     7            6           100 61+64=125 61+64=125     True
     7            6           101 32+64=096 32+64=096     True
     7            6           102 98+32=130 98+32=139    False
     7            6           103 25+35=060 25+35=053    False
     7            6           104 05+08=013 05+08=013     True
     7            6           105 05+26=031 05+26=033    False
     7            6           106 84+71=155 84+71=154    False
     7            6           107 33+10=043 33+10=034    False
     7            6           108 98+35=133 98+35=133     True
     7            6           109 68+98=166 68+98=166     True
     7            6           110 03+63=066 03+63=065    False
     7            6           111 12+96=108 12+96=108     True
     7            6           112 02+81=083 02+81=083     True
     7            6           113 83+13=096 83+13=094    False
     7            6           114 55+92=147 55+92=147     True
     7            6           115 96+09=105 96+09=104    False
     7            6           116 61+08=069 61+08=069     True
     7            6           117 39+75=114 39+75=114     True
     7            6           118 40+74=114 40+74=115    False
     7            6           119 39+80=119 39+80=129    False
     7            6           120 57+95=152 57+95=153    False
     7            6           121 92+97=189 92+97=199    False
     7            6           122 33+03=036 33+03=035    False
     7            6           123 74+92=166 74+92=166     True
     7            6           124 99+09=108 99+09=107    False
     7            6           125 98+10=108 98+10=108     True
     7            6           126 46+77=123 46+77=124    False
     7            6           127 85+78=163 85+78=163     True
     7            7             0 41+21=062 41+21=051    False
     7            7             1 49+13=062 49+13=053    False
     7            7             2 59+07=066 59+07=066     True
     7            7             3 31+11=042 31+11=031    False
     7            7             4 74+16=090 74+16=080    False
     7            7             5 43+38=081 43+38=084    False
     7            7             6 08+67=075 08+67=075     True
     7            7             7 31+66=097 31+66=107    False
     7            7             8 10+31=041 10+31=031    False
     7            7             9 34+59=093 34+59=095    False
     7            7            10 78+42=120 78+42=129    False
     7            7            11 13+41=054 13+41=054     True
     7            7            12 97+89=186 97+89=186     True
     7            7            13 15+62=077 15+62=077     True
     7            7            14 39+36=075 39+36=074    False
     7            7            15 21+25=046 21+25=046     True
     7            7            16 74+56=130 74+56=130     True
     7            7            17 85+47=132 85+47=133    False
     7            7            18 47+32=079 47+32=079     True
     7            7            19 37+66=103 37+66=104    False
     7            7            20 16+29=045 16+29=043    False
     7            7            21 86+77=163 86+77=164    False
     7            7            22 80+07=087 80+07=087     True
     7            7            23 87+05=092 87+05=093    False
     7            7            24 58+16=074 58+16=074     True
     7            7            25 52+79=131 52+79=132    False
     7            7            26 91+08=099 91+08=099     True
     7            7            27 47+78=125 47+78=126    False
     7            7            28 86+96=182 86+96=184    False
     7            7            29 90+22=112 90+22=113    False
     7            7            30 31+18=049 31+18=049     True
     7            7            31 86+15=101 86+15=103    False
     7            7            32 15+95=110 15+95=114    False
     7            7            33 42+11=053 42+11=053     True
     7            7            34 65+99=164 65+99=163    False
     7            7            35 89+29=118 89+29=117    False
     7            7            36 35+11=046 35+11=036    False
     7            7            37 71+41=112 71+41=111    False
     7            7            38 16+24=040 16+24=030    False
     7            7            39 77+82=159 77+82=159     True
     7            7            40 55+89=144 55+89=143    False
     7            7            41 17+88=105 17+88=105     True
     7            7            42 54+72=126 54+72=126     True
     7            7            43 34+98=132 34+98=134    False
     7            7            44 09+97=106 09+97=105    False
     7            7            45 91+07=098 91+07=099    False
     7            7            46 55+94=149 55+94=140    False
     7            7            47 22+58=080 22+58=078    False
     7            7            48 91+37=128 91+37=138    False
     7            7            49 16+10=026 16+10=026     True
     7            7            50 96+32=128 96+32=138    False
     7            7            51 35+75=110 35+75=114    False
     7            7            52 88+73=161 88+73=162    False
     7            7            53 35+18=053 35+18=053     True
     7            7            54 33+10=043 33+10=034    False
     7            7            55 08+50=058 08+50=058     True
     7            7            56 22+62=084 22+62=083    False
     7            7            57 26+37=063 26+37=063     True
     7            7            58 80+27=107 80+27=107     True
     7            7            59 68+28=096 68+28=096     True
     7            7            60 48+03=051 48+03=043    False
     7            7            61 40+18=058 40+18=059    False
     7            7            62 16+59=075 16+59=073    False
     7            7            63 02+19=021 02+19=023    False
     7            7            64 01+09=010 01+09=010     True
     7            7            65 62+68=130 62+68=130     True
     7            7            66 09+71=080 09+71=070    False
     7            7            67 00+58=058 00+58=059    False
     7            7            68 16+45=061 16+45=063    False
     7            7            69 24+98=122 24+98=124    False
     7            7            70 47+92=139 47+92=149    False
     7            7            71 94+84=178 94+84=176    False
     7            7            72 21+32=053 21+32=053     True
     7            7            73 29+82=111 29+82=113    False
     7            7            74 32+79=111 32+79=113    False
     7            7            75 13+98=111 13+98=114    False
     7            7            76 41+94=135 41+94=135     True
     7            7            77 51+84=135 51+84=135     True
     7            7            78 42+05=047 42+05=047     True
     7            7            79 39+03=042 39+03=033    False
     7            7            80 02+92=094 02+92=093    False
     7            7            81 99+81=180 99+81=180     True
     7            7            82 32+68=100 32+68=108    False
     7            7            83 52+17=069 52+17=069     True
     7            7            84 56+58=114 56+58=114     True
     7            7            85 21+48=069 21+48=069     True
     7            7            86 61+71=132 61+71=131    False
     7            7            87 17+01=018 17+01=018     True
     7            7            88 68+23=091 68+23=093    False
     7            7            89 00+37=037 00+37=037     True
     7            7            90 94+88=182 94+88=184    False
     7            7            91 06+31=037 06+31=037     True
     7            7            92 27+18=045 27+18=045     True
     7            7            93 41+81=122 41+81=121    False
     7            7            94 15+86=101 15+86=103    False
     7            7            95 36+87=123 36+87=124    False
     7            7            96 17+37=054 17+37=055    False
     7            7            97 13+86=099 13+86=108    False
     7            7            98 29+69=098 29+69=097    False
     7            7            99 31+99=130 31+99=130     True
     7            7           100 47+29=076 47+29=075    False
     7            7           101 08+81=089 08+81=099    False
     7            7           102 72+82=154 72+82=152    False
     7            7           103 46+91=137 46+91=137     True
     7            7           104 70+35=105 70+35=105     True
     7            7           105 90+55=145 90+55=145     True
     7            7           106 99+99=198 99+99=198     True
     7            7           107 60+97=157 60+97=157     True
     7            7           108 03+40=043 03+40=034    False
     7            7           109 35+49=084 35+49=083    False
     7            7           110 32+02=034 32+02=033    False
     7            7           111 70+18=088 70+18=089    False
     7            7           112 99+05=104 99+05=103    False
     7            7           113 78+73=151 78+73=142    False
     7            7           114 03+02=005 03+02=004    False
     7            7           115 50+14=064 50+14=056    False
     7            7           116 62+02=064 62+02=052    False
     7            7           117 16+74=090 16+74=090     True
     7            7           118 68+65=133 68+65=133     True
     7            7           119 74+81=155 74+81=153    False
     7            7           120 37+48=085 37+48=085     True
     7            7           121 63+04=067 63+04=067     True
     7            7           122 06+62=068 06+62=068     True
     7            7           123 95+75=170 95+75=173    False
     7            7           124 92+37=129 92+37=139    False
     7            7           125 81+32=113 81+32=113     True
     7            7           126 53+28=081 53+28=073    False
     7            7           127 52+42=094 52+42=083    False
     7            8             0 66+97=163 66+97=164    False
     7            8             1 00+48=048 00+48=049    False
     7            8             2 65+32=097 65+32=097     True
     7            8             3 60+89=149 60+89=149     True
     7            8             4 71+61=132 71+61=131    False
     7            8             5 98+50=148 98+50=148     True
     7            8             6 90+96=186 90+96=186     True
     7            8             7 02+96=098 02+96=098     True
     7            8             8 62+75=137 62+75=137     True
     7            8             9 41+28=069 41+28=069     True
     7            8            10 95+79=174 95+79=173    False
     7            8            11 48+41=089 48+41=089     True
     7            8            12 87+95=182 87+95=183    False
     7            8            13 75+38=113 75+38=113     True
     7            8            14 31+55=086 31+55=086     True
     7            8            15 54+63=117 54+63=117     True
     7            8            16 75+82=157 75+82=157     True
     7            8            17 46+45=091 46+45=081    False
     7            8            18 13+08=021 13+08=024    False
     7            8            19 77+97=174 77+97=175    False
     7            8            20 37+35=072 37+35=073    False
     7            8            21 21+89=110 21+89=100    False
     7            8            22 58+51=109 58+51=109     True
     7            8            23 91+48=139 91+48=149    False
     7            8            24 33+23=056 33+23=055    False
     7            8            25 80+96=176 80+96=176     True
     7            8            26 78+02=080 78+02=079    False
     7            8            27 38+95=133 38+95=133     True
     7            8            28 99+25=124 99+25=123    False
     7            8            29 30+76=106 30+76=116    False
     7            8            30 42+40=082 42+40=073    False
     7            8            31 85+58=143 85+58=143     True
     7            8            32 44+46=090 44+46=080    False
     7            8            33 06+41=047 06+41=047     True
     7            8            34 65+90=155 65+90=153    False
     7            8            35 43+83=126 43+83=125    False
     7            8            36 36+61=097 36+61=097     True
     7            8            37 61+51=112 61+51=111    False
     7            8            38 38+09=047 38+09=047     True
     7            8            39 21+97=118 21+97=118     True
     7            8            40 83+30=113 83+30=114    False
     7            8            41 11+79=090 11+79=090     True
     7            8            42 14+29=043 14+29=044    False
     7            8            43 21+11=032 21+11=032     True
     7            8            44 43+53=096 43+53=095    False
     7            8            45 02+58=060 02+58=059    False
     7            8            46 78+82=160 78+82=159    False
     7            8            47 91+11=102 91+11=101    False
     7            8            48 58+54=112 58+54=113    False
     7            8            49 00+15=015 00+15=015     True
     7            8            50 83+51=134 83+51=134     True
     7            8            51 44+72=116 44+72=116     True
     7            8            52 71+20=091 71+20=081    False
     7            8            53 24+99=123 24+99=124    False
     7            8            54 46+30=076 46+30=076     True
     7            8            55 08+67=075 08+67=075     True
     7            8            56 47+42=089 47+42=089     True
     7            8            57 95+67=162 95+67=163    False
     7            8            58 40+56=096 40+56=086    False
     7            8            59 17+95=112 17+95=113    False
     7            8            60 94+66=160 94+66=160     True
     7            8            61 14+58=072 14+58=074    False
     7            8            62 56+05=061 56+05=053    False
     7            8            63 70+01=071 70+01=061    False
     7            8            64 97+59=156 97+59=155    False
     7            8            65 94+67=161 94+67=164    False
     7            8            66 13+41=054 13+41=054     True
     7            8            67 85+15=100 85+15=103    False
     7            8            68 48+53=101 48+53=100    False
     7            8            69 62+75=137 62+75=137     True
     7            8            70 87+47=134 87+47=135    False
     7            8            71 31+88=119 31+88=129    False
     7            8            72 97+16=113 97+16=114    False
     7            8            73 48+45=093 48+45=093     True
